show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,cast,description
s6270,Movie,The Darkest Dawn,,United Kingdom,6/23/2018,2016,TV-MA,75 min,"Action & Adventure, Independent Movies, International Movies",,An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.
s6271,Movie,The Darkness,Greg McLean,United States,6/16/2020,2016,PG-13,92 min,"Horror Movies, Thrillers","Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Tara Lynne Barr","After bringing home a set of mysterious stones from the Grand Canyon, a boy unleashes an ancient force that begins to terrorize his family."
s6272,Movie,The Daughter,Simon Stone,Australia,4/26/2017,2015,TV-MA,95 min,Dramas,"Geoffrey Rush, Ewen Leslie, Paul Schneider, Miranda Otto, Anna Torv, Odessa Young, Sam Neill","Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret."
s6273,Movie,The Dawn Wall,"Peter Mortimer, Josh Lowell","Austria, United States",3/4/2019,2017,TV-MA,100 min,"Documentaries, Sports Movies","Tommy Caldwell, Kevin Jorgeson",Cameras follow Tommy Caldwell and Kevin Jorgeson as they take on the staggering challenge of free-climbing Yosemite’s most formidable rock formation.
s6274,TV Show,The Day I Met El Chapo,,United States,10/20/2017,2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows",Kate del Castillo,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord."
s6275,TV Show,The Day My Butt Went Psycho!,,"Canada, Australia"," June 30, 2015",2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Mac Heywood, Robert Tinkler, Bryn McAuley, Kedar Brown, Julie Lemieux, Ted Dykstra, Mark Edwards, Joe Pingue",A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.
s6276,Movie,The Day of the Lord,Santiago Alvarado Ilarri,"Mexico, Spain",10/30/2020,2020,TV-MA,93 min,"Horror Movies, International Movies","Juli Fàbregas, Ximena Romo, Héctor Illanes, Dolores Heredia","In this horror movie, a retired priest haunted by his sins is pulled back into the darkness when a friend begs him to help his possessed daughter."
s6277,TV Show,The Day Will Come,,Denmark,6/1/2017,2016,TV-14,1 Season,"International TV Shows, TV Dramas","Sofie Gråbøl, Lars Mikkelsen, Harald Kaiser Hermann, Albert Rudbeck Lindhardt, Laurids Skovgaard Andersen, Søren Sætter Lassen, Sonja Richter, David Dencik, Solbjørg Højfeldt, Lars Ranthe","In 1967, two brothers from Copenhagen, Denmark, wind up in an orphanage, where the headmaster's cruel tyranny slowly provokes the kids to push back."
s6278,Movie,The Dealer,Ahmed Saleh,Egypt,4/25/2020,2010,TV-14,124 min,"Action & Adventure, International Movies","Ahmed El Sakka, Khaled El Nabawy, Mai Selim, Nedal El Shafey, Boris Abramov, Selami Şahin","Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them."
s6279,Movie,The Death and Life of Marsha P. Johnson,David France,"Greece, United States",10/6/2017,2017,TV-MA,106 min,"Documentaries, LGBTQ Movies",,"As she fights the tide of violence against trans women, activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson."
s6280,Movie,The Death of Mr. Lazarescu,Cristi Puiu,Romania,3/4/2020,2005,R,154 min,"Dramas, International Movies","Monica Bârlădeanu, Ion Fiscuteanu, Doru Ana, Dragos Bucur, Gabriel Spahiu, Dan Chiriac, Luminita Gheorghiu, Alina Berzunteanu, Dana Dogaru, Mimi Brănescu","The plot of Romanian director Cristi Puiu's real-time drama is simple, following the travails of an ailing old man who waits for his illness to overtake him as a weary paramedic shuttles him between hospitals."
s6281,Movie,The Death of Stalin,Armando Iannucci,"United Kingdom, France, Belgium, Canada, United States",4/3/2020,2017,R,107 min,"Comedies, Dramas, Independent Movies","Steve Buscemi, Simon Russell Beale, Paddy Considine, Rupert Friend, Jason Isaacs, Michael Palin, Andrea Riseborough, Jeffrey Tambor, Olga Kurylenko, Paul Chahidi",The death of Russian dictator Joseph Stalin throws the Soviet Union into comic chaos as his ambitious but addled ministers maneuver to succeed him.
s6282,Movie,The Debt Collector,Jesse V. Johnson,"United Kingdom, United States",9/3/2018,2018,TV-MA,96 min,Action & Adventure,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection."
s6283,Movie,The Debt Collector 2,Jesse V. Johnson,United States,8/31/2020,2020,TV-MA,97 min,Action & Adventure,"Scott Adkins, Louis Mandylor, Vladimir Kulich, Marina Sirtis, Ski Carr, Charity Collins, Mayling Ng, Josef Cannon, Jermaine Jacox, Vernon Wells","French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge."
s6284,Movie,The Decline,Patrice Laliberté,Canada,3/27/2020,2020,TV-MA,83 min,"Action & Adventure, International Movies","Guillaume Laurin, Marie-Evelyne Lessard, Réal Bossé, Marc-André Grondin, Marc Beaupré, Marilyn Castonguay, Guillaume Cyr, Isabelle Giroux, Juliette Maxyme Proulx",An accident at a remote training camp leaves a group of survivalists bitterly divided — and caught in a brutal fight for their lives.
s6285,TV Show,The Deep,,"Canada, Australia",11/1/2019,2019,TV-Y7,3 Seasons,Kids' TV,"Vincent Tong, Ashleigh Ball, Kathleen Barr, Michael Dobson, Brian Drummond","The Nektons are a family of underwater explorers who discover the hidden secrets of the oceans, including sunken cities, sea creatures and pirates."
s6286,TV Show,The Defected,,"China, Hong Kong",5/12/2019,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","Kara Hui, Philip Keung, Benjamin Yuen, Sisley Choi, Hui Shiu Hung, Ben Wong, Joman Chiang","After surviving a near-fatal injury on the job, a cop sets out to investigate a conspiracy involving the top brass of the police department."
s6287,TV Show,The Degenerates,,,12/31/2019,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.
s6288,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,Nigeria,5/14/2020,2018,TV-14,67 min,"International Movies, Thrillers","Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.
s6289,Movie,The Departed,Martin Scorsese,"United States, Hong Kong",1/1/2021,2006,R,151 min,"Dramas, Thrillers","Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan",Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
s6290,Movie,The Desert Bride,"Cecilia Atán, Valeria Pivato","Argentina, Chile",11/8/2018,2017,TV-14,78 min,"Dramas, International Movies","Paulina García, Claudio Rissi","While traveling across Argentina to a new job, a longtime maid encounters a salesman who opens her eyes to life's beauty and possibilities."
s6291,Movie,The Detained,Blair Hayes,United States,2/15/2019,2017,TV-14,85 min,"Horror Movies, Thrillers","Alex Frnka, Sarah Davenport, Henry Zaga, Coy Stewart, Jennifer Robyn Jacobs, Gillian Vigman, Kevin Blake",Five high school students serving Saturday detention in a former corrections facility must find a way to outsmart an unseen menace out to kill them.
s6292,Movie,The Devil All The Time,Antonio Campos,United States,9/16/2020,2020,R,139 min,"Dramas, Thrillers","Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.
s6293,Movie,The Devil and Father Amorth,William Friedkin,"Italy, United States",7/23/2018,2017,TV-PG,69 min,"Documentaries, Horror Movies",,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town."
s6294,Movie,The Devil Inside,William Brent Bell,United States,11/20/2019,2012,R,84 min,"Horror Movies, Thrillers","Fernanda Andrade, Simon Quarterman, Evan Helmuth, Ionut Grama, Suzan Crowley, Bonnie Morgan, Brian Johnson","At once spooky and grisly, this thriller follows a woman's quest to find the truth behind claims her mother killed three people during an exorcism."
s6295,TV Show,The Devil Is a Part-Timer!,,Japan,4/1/2019,2013,TV-14,1 Season,Anime Series,"Ryota Osaka, Yoko Hikasa, Nao Toyama, Yuki Ono, Hiro Shimono, Kanae Ito, Josh Grelle, Felecia Angelle, Anthony Bowling, R. Bruce Elliott, Tia Lynn Ballard, Aaron Dismuke","Thwarted in their attempt to take over the world of Ente Isla, Satan and his general Alciel land in modern-day Tokyo, where they take on human form."
s6296,TV Show,The Devil Next Door,,United States,11/4/2019,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",,"A Cleveland grandfather is brought to trial in Israel, accused of being the infamous Nazi death camp guard known as Ivan the Terrible."
s6297,TV Show,The Devil Punisher,"Chang Chin-jung, Chen Rong-hui",Taiwan,10/26/2020,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries","Mike He, Ivy Shao, Anson Chen, Jane Chang, Roy Chang, Amanda Chou, Johnny Yang, Yin Chao-te, Tan Ai-Chen, Chen Bor-jeng, Dewi Chien","A baker by day and demon fighter by night, a reincarnated deity must jog his amnesiac lover's memory of their millennium-long romance."
s6298,Movie,The Devil We Know,"Stephanie Soechtig, Jeremy Seifert",United States,1/15/2019,2018,TV-14,88 min,Documentaries,,This documentary details DuPont's alleged decades-long cover-up of the potential harm caused by chemicals used to make popular Teflon products.
s6299,Movie,The Devil's Mistress,Filip Renc,"Czech Republic, Slovakia",5/15/2017,2016,TV-MA,110 min,"Dramas, International Movies","Tatiana Pauhofová, Karl Markovics, Gedeon Burkhard, Simona Stasová, Martin Huba, Pavel Kríz, Zdenka Procházková, Anna Fialová, Lenka Vlasáková, Jirí Mádl","Before the dawn of World War II, an ambitious actress pursues her dreams in Berlin. But her plans derail when she becomes Joseph Goebbels’ mistress."
s6300,Movie,The Diabolical,Alistair Legrand,United States,8/1/2018,2015,TV-MA,86 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers","Ali Larter, Arjun Gupta, Max Rose, Merrin Dungey, Chloe Perrin, Kurt Carley, Patrick Fischler, Wilmer Calderon, Tom Wright","Terrorized by unexplained disturbances and horrific visions in her home, a young widowed mother turns to her scientist boyfriend for help."
s6301,Movie,The Dirt,Jeff Tremaine,United States,3/22/2019,2019,TV-MA,108 min,"Comedies, Dramas, Music & Musicals","Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber, David Costabile, Pete Davidson","In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
s6302,TV Show,The Disappearance of Madeleine McCann,,,3/15/2019,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family."
s6303,Movie,The Disaster Artist,James Franco,United States,6/1/2020,2017,R,104 min,"Comedies, Dramas","James Franco, Dave Franco, Seth Rogen, Josh Hutcherson, Ari Graynor, Alison Brie, Jacki Weaver, Zac Efron, Hannibal Buress, Jason Mantzoukas, Nathan Fielder, Paul Scheer, Megan Mullally, Sharon Stone, Tommy Wiseau","Aspiring actor Greg moves to Los Angeles with his strange friend Tommy, then agrees to star in his movie. Things start weird and get a lot weirder."
s6304,TV Show,The Disastrous Life of Saiki K.,,Japan,3/1/2019,2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows","Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Mitsuo Iwata, Rikako Aikawa","High school sophomore Kusuo Saiki swore as a child that he would keep his psychic talents hidden, but his abilities still make his life difficult."
s6305,TV Show,The Disastrous Life of Saiki K.: Reawakened,,Japan,12/30/2019,2019,TV-14,1 Season,"Anime Series, International TV Shows","Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Maaya Uchida, Yoshimasa Hosoya, Masaya Matsukaze, Tomoaki Maeno, Kenji Nojima, Mitsuo Iwata, Rikako Aikawa, Yuki Kaji, Eri Kitamura, M・A・O, Kensho Ono, Kohsuke Toriumi, Nao Toyama","Kusuo and his gaggle of self-proclaimed friends are back for more psychic mishaps. If he didn't have enough problems before, he's got even more now."
s6306,Movie,The Discovery,Charlie McDowell,United States,3/31/2017,2017,TV-MA,102 min,"Dramas, Independent Movies, Romantic Movies","Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada","A scientist whose proof of an afterlife caused a rash of suicides forges ahead with his research, while his disapproving son falls for a troubled woman."
s6307,Movie,The Distinguished Citizen,"Gastón Duprat, Mariano Cohn","Argentina, Spain",9/1/2017,2016,TV-MA,113 min,"Comedies, Dramas, International Movies","Oscar Martínez, Dady Brieva, Andrea Frigerio, Nora Navas, Manuel Vicente, Belén Chavanne, Marcelo D'Andrea, Gustavo Garzón","Worried he’s lost his artistic edge, a wealthy expat novelist returns to his backwater hometown in Argentina, where he’s regarded as a local hero."
s6308,Movie,The Do-Over,Steven Brill,United States,5/27/2016,2016,TV-MA,109 min,"Action & Adventure, Comedies","Adam Sandler, David Spade, Paula Patton, Kathryn Hahn, Nick Swardson, Catherine Bell, Michael Chiklis, Natasha Leggero, Sean Astin",The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
s6309,Movie,The Doll,Rocky Soraya,Indonesia,1/15/2019,2016,TV-MA,106 min,"Horror Movies, International Movies","Shandy Aulia, Denny Sumargo, Sara Wijayanto, Vitta Mariana Barrazza, Demian Aditya, Faiza Mahnur, Hans Gunawan, Aslam Abad, Annette Edoarda, Wenty Mamenda","Eerie things begin to happen after a man gives his wife a doll, unaware it once belonged to a girl who was murdered. The first of the ""Doll"" films."
s6310,Movie,The Doll 2,Rocky Soraya,Indonesia,1/15/2019,2017,TV-MA,117 min,"Horror Movies, International Movies","Luna Maya, Herjunot Ali, Sara Wijayanto, Maria Sabta, Rydhen Afexi, Ira Ilva Sari, Shofia Shireen, Mega Carefansa, Wati Sudiyono, Princess Martinez","A mother uses her deceased daughter’s doll as a medium to communicate with her, but the consequences are chilling. The second of the “Doll” films."
s6311,TV Show,The Dragon Prince,,"United States, Canada",11/22/2019,2019,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy","Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw",An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.
